Item Id,Item URI,Title,Subject,Description,Dublin Core:Creator,Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Contributor,Dublin Core:Rights,Relation,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type,Dublin Core:Identifier,Dublin Core:Coverage,Item Type Metadata:Text,Item Type Metadata:Transcription,Item Type Metadata:Local URL,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:From,Item Type Metadata:To,Item Type Metadata:Number of Attachments,Item Type Metadata:URL,Item Type Metadata:Birth Date,Item Type Metadata:Birthplace,Item Type Metadata:Death Date,Item Type Metadata:Biographical Text,Item Type Metadata:Bibliography,Item Type Metadata:Journal Entry,Item Type Metadata:Footnotes,Item Type Metadata:Location,PDF Text:Text,tags,file,itemType,collection,public,featured
22368,https://georgeeliotarchive.org/items/show/22368,Friar's Gate,Fictional Place,"Friar's Gate^^The ""Focus of the aristocracy"" in Milby.",,Janet's Repentance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22260,https://georgeeliotarchive.org/items/show/22260,Elmstoke Rectory,Fictional Place,Elmstoke Rectory^^Residence of Mr. Prendergast.,,Janet's Repentance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22206,https://georgeeliotarchive.org/items/show/22206,Dog Lane,Fictional Place,Dog Lane^^Street in Milby.,,Janet's Repentance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22198,https://georgeeliotarchive.org/items/show/22198,Dingley,Fictional Place,Dingley^^Parish near Milby.,,Janet's Repentance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21902,https://georgeeliotarchive.org/items/show/21902,Bridge Way,Fictional Place,"Bridge Way^^Street in Milby where Mr. Dempster meets with a fatal accident. ""One of those dismal wide streets where dirt and misery have no long shadows thrown on them to soften their ugliness.""",,Janet's Repentance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23495,https://georgeeliotarchive.org/items/show/23495,"""Soldier's Tear"" (Real)",Real Name,One of the songs sung by Miss Rebecca Linnet. Written by Thomas Haynes Bayly (1797-1839).,,Janet's Repentance,,,,,,,,,,,"""Soldier's Tear"" (Real)",,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23079,https://georgeeliotarchive.org/items/show/23079,"""Oh, No, We Never Mention Her"" (Real)",Real Name,One of the songs sung by Miss Rebecca Linnet. Written by Thomas Haynes Bayly (1797-1839).,,Janet's Repentance,,,,,,,,,,,"""Oh, No, We Never Mention Her"" (Real)",,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22456,https://georgeeliotarchive.org/items/show/22456,Gower Street (Real),Real Place,Gower Street (Real)^^The street in London where Mr. Tryan found Lucy lying dead. A street in the Bloomsbury section of London running north from Bedfore Square.,,Janet's Repentance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21828,https://georgeeliotarchive.org/items/show/21828,Betty,Character Name,The Dempster's middle-aged cook.,,Janet's Repentance,,,,,Betty,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23797,https://georgeeliotarchive.org/items/show/23797,"Wrench, Mr.",Character Name,"Medical attendant to the Vincy family; an irritable man, who shows great hostility to Lydgate after the latter replaces him in the Vincy family. ""Mr. Wrench was a small, neat, bilious man, with a well-dressed wig; he had a laborious practice, and irascible temper, a lymphatic wife, and seven children.""",,Middlemarch,,,,,"Wrench, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23784,https://georgeeliotarchive.org/items/show/23784,"Wimple, Mrs.",Character Name,One of Dr. Minchin's patients.,,Middlemarch,,,,,"Wimple, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23781,https://georgeeliotarchive.org/items/show/23781,"Willoughby, Miss",Character Name,A schoolmate of Rosamond Vincy's.,,Middlemarch,,,,,"Willoughby, Miss",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23753,https://georgeeliotarchive.org/items/show/23753,"Waule, John",Character Name,Son of Mrs. Waule; a bore.,,Middlemarch,,,,,"Waule, John",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23752,https://georgeeliotarchive.org/items/show/23752,"Waule, Mrs. Jane",Character Name,"Mr. Featherstone's rich sister; a disagreeable, greedy woman, anxious for her brother's money.",,Middlemarch,,,,,"Waule, Mrs. Jane",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23751,https://georgeeliotarchive.org/items/show/23751,"Waule, Elizabeth, Joanna, and Rebecca",Character Name,"Mrs. Waule's daughters; ""all dark and ugly.""",,Middlemarch,,,,,"Waule, Elizabeth, Joanna, and Rebecca",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23722,https://georgeeliotarchive.org/items/show/23722,"Vincy, Mr. Walter",Character Name,"Mayor of Middlemarch; a manufacturer, a jolly, easy-going man, much given to hospitality and easily ruled by his wife and daughter. ""Apart from his dinners and his coursing, Mr. Vincy, blustering as he was, had as little of his own way as if he had been a prime minister; the force of cir cumstances was easily too much for him, as it is for most pleasureloving florid men.",,Middlemarch,,,,,"Vincy, Mr. Walter",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23721,https://georgeeliotarchive.org/items/show/23721,"Vincy, Rosamond",Character Name,"The mayor's beautiful daughter, later Lydgate's wife. ""Rosamond Vincy, who had excellent taste in costume, with that nymph-like figure and pure blondeness which give the largest range to choice in the flow and color of drapery. But these things made only part of her charm. She was admitted to be the flower of Mrs. Lemon's school . . . Mrs. Lemon herself had always held up Miss Vincy as an example; no pupil, she said, exceeded that young lady for mental acquisition, and propriety of speech, while her musical execution was quite exceptional."" ""Rosamond was not one of those helpless girls who betray themselves unawares, and whose behavior is awkwardly driven by their impulses, instead of being steered by wary grace and propriety . . . Rosamond never showed any unbecoming knowledge, and was always that combination of correct sentiments, music, dancing, drawing, elegant note-writing, private album for extracted verse, and perfect blonde loveliness, which made the irresistible woman for the doomed man of that date . . . She was not in the habit of devising falsehoods, and if her statements were no direct clew to fact, why, they were not intended in that light— they were among her elegant accomplishments, intended to please. Nature had inspired many arts in finishing Mrs. Lemon's favourite pupil, who by general consent (Fred's excepted) was a rare compound of beauty, cleverness, and amiability."" She holds herself above the young men of Middlemarch, but is attracted by Dr. Lydgate's superior breeding and connexions, falls as much in love with him as her self-centred nature will permit, and marries him without having the slightest understanding of his nobility of character and mind, and with no sympathy with his high aims in his profession. Worldly success measured in terms of income and social prestige is the only ambition which she can understand; she demands to be kept in luxury, refuses to yield to any of Lydgate's wishes, and to all of his attempts to explain to her his needs and his professional aims she opposes a gentle, inflexible obstinacy before which he is helpless. In the end he has to sacrifice his high ideals and scientific ambition and move to London in order to make the money necessary to give her the social position she craves. She never understands the ruin which she has made of his life, and continues to regard him as a person of mistaken ideas who needs the balance of her common sense.",,Middlemarch,,,,,"Vincy, Rosamond",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23720,https://georgeeliotarchive.org/items/show/23720,"Vincy, Mrs. Lucy",Character Name,"The mayor's handsome, good-humoured wife, who sees no fault in her children; an innkeeper's daughter. ""She resigned no domestic function to her daughter; and the matron's blooming good-natured face, with the too volatile pink strings floating from her fine throat, and her cheery manners to husband and children was certainly among the great attractions of the Vincy house . . . The tinge of unpretentious, in offensive vulgarity in Mrs. Vincy gave more effect to Rosamond's refinement.""",,Middlemarch,,,,,"Vincy, Mrs. Lucy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23719,https://georgeeliotarchive.org/items/show/23719,"Vincy, Louisa",Character Name,Little daughter of Mr. and Mrs. Vincy.,,Middlemarch,,,,,"Vincy, Louisa",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23718,https://georgeeliotarchive.org/items/show/23718,"Vincy, Fred",Character Name,"Eldest son of Mr. and Mrs. Vincy; a good-looking young man with an irrepressibly hopeful disposition who chooses farming instead of the Church for which he had been educated. ""Fred disliked bad weather within doors. He was too filial to be disrespectful to his father ... it was disagreeable ... to be obliged to look sulky instead of having fun; for Fred was so goodtempered that if he looked glum under scolding it was chiefly for propriety's sake . . . Fred piqued himself on keeping clear of lies, and even fibs . . . and rather than incur the accusation of falsehood he would even incur some trouble and self-restraint . . . Fred was not at all coarse ... he rather looked down on the manners and speech of young men who had not been to the university. A favourite of his uncle, the rich Mr. Featherstone, he is regarded by himself and his family as the old man's heir, and he looks forward to an easy, pleasant life. When his uncle dies, leaving his money to a natural son, Fred receives nothing and finds it necessary to decide what he is to make of himself, as his father cannot support him in idleness. Since childhood he has loved Mary Garth, and it is mainly through her influence that he disappoints his family and gives up the Church, for which he has been educated. Through Fred's thoughtlessness Mr. Garth loses money which he can ill afford to spare, but in spite of that, for Mary's sake, takes Fred into his office as his assistant, and Fred applies himself to his new work in the hope of winning Mary. His generous rival, Mr. Farebrother, helps him at a critical period. Later he is made manager of Stone Court, the property which he had once expected to inherit, and he then marries Mary and becomes a successful and happy farmer, very steady and devoted to his wife and sons",,Middlemarch,,,,,"Vincy, Fred",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23717,https://georgeeliotarchive.org/items/show/23717,"Vincy, Bob",Character Name,Younger son of Mr. and Mrs. Vincy.,,Middlemarch,,,,,"Vincy, Bob",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23716,https://georgeeliotarchive.org/items/show/23716,"Vigo, Mrs.",Character Name,"An acquaintance of the Dowager Lady Chettam, an irreproachable woman who is proposed as a companion to Mrs. Casaubon.",,Middlemarch,,,,,"Vigo, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23698,https://georgeeliotarchive.org/items/show/23698,"Tyke, Rev. Walter",Character Name,"Curate in Middlemarch; a zealous man whose sermons are not popular and who is suspected of cant. Mr. Bulstrode favours him as Chaplain to the Infirmary and, with the assistance of Lydgate's vote, he is elected instead of Mr. Farebrother.",,Middlemarch,,,,,"Tyke, Rev. Walter",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23682,https://georgeeliotarchive.org/items/show/23682,"Tucker, Mr.",Character Name,"Mr. Casaubon's middle-aged curate. ""Mr. Tucker . . . Was just as old and musty looking as she would have expected Mr. Casaubon's curate to be; doubtless an excellent man who would go to heaven (for Celia wished not to be unprincipled), but the corners of his mouth were so unpleasant.""",,Middlemarch,,,,,"Tucker, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23676,https://georgeeliotarchive.org/items/show/23676,"Trumbull, Mr. Borthrop",Character Name,"Auctioneer; second cousin to Peter Featherstone, who bequeathes him his gold-headed cane. ""Mr. Borthrop Trumbull, a distinguished bachelor and auctioneer of those parts, much concerned in the sale of land and cattle; a public character, indeed, whose name was seen on widely distributed placards, and who might reasonably be sorry for those who did not know of him . . . There was no odious cupidity in Mr. Borthrop Trumbull—nothing more than a sincere sense of his own merit . . . On the whole, in an auctioneering way, he was an honourable man, not ashamed of his business.",,Middlemarch,,,,,"Trumbull, Mr. Borthrop",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23674,https://georgeeliotarchive.org/items/show/23674,"Truberry, Mrs.",Character Name,Wife of the above; an acquaintance of the Dowager Lady Chettam.,,Middlemarch,,,,,"Truberry, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23668,https://georgeeliotarchive.org/items/show/23668,"Triton, Lord",Character Name,"A philanthropist, an acquaintance of Mrs. Cadwallader.",,Middlemarch,,,,,"Triton, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23622,https://georgeeliotarchive.org/items/show/23622,"Top Market, Middlemarch",Character Name,"Top Market, Middlemarch",,Middlemarch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23616,https://georgeeliotarchive.org/items/show/23616,"Toller, Mrs. Tom",Character Name,"One of the guests at Mrs. Hackbutt's small tea party, where Mrs. Bulstrode is discussed.",,Middlemarch,,,,,"Toller, Mrs. Tom",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23615,https://georgeeliotarchive.org/items/show/23615,"Toller, Miss Sophy",Character Name,The brewer's daughter who marries Ned Plymdale.,,Middlemarch,,,,,"Toller, Miss Sophy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23614,https://georgeeliotarchive.org/items/show/23614,"Toller, Mr. Harry",Character Name,"Brewer, a wealthy citizen of Middlemarch.",,Middlemarch,,,,,"Toller, Mr. Harry",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23613,https://georgeeliotarchive.org/items/show/23613,"Toller, Mr.",Character Name,"A long-established medical practitioner in Middlemarch who disapproves of Dr. Lydgate, and is hostile to Mr. Bulstrode. ""Mr. Toller shared the highest practice in the town, and belonged to an old Middlemarch family . . . he had the easiest way in the world of taking things which might be supposed to annoy him, being a well-bred quietly facetious man, who kept a good house, was very fond of a little sporting when he could get it . . . It may seem odd that with such pleasant habits he should have been given to the heroic treatment, bleeding, and blistering and starving his patients, with a dispassionate disregard to his personal example.""",,Middlemarch,,,,,"Toller, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23583,https://georgeeliotarchive.org/items/show/23583,"Thesiger, Reverend Edward",Character Name,"Rector of St. Peter's, Middlemarch, a moderate evangelical, ""who never goes into extremes.""",,Middlemarch,,,,,"Thesiger, Reverend Edward",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23582,https://georgeeliotarchive.org/items/show/23582,"Thesiger, Mrs.",Character Name,"The rector's wife. ""A small blinking woman, who fidgeted incessantly with her lace, ribbons, and gold chain, turning her head about and making subdued noises, very much like a guinea-pig, that twitches its nose and soliloquizes in all company indiscrimina",,Middlemarch,,,,,"Thesiger, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23577,https://georgeeliotarchive.org/items/show/23577,"Teveroy, Mrs.",Character Name,Lord Grinsell's second wife.,,Middlemarch,,,,,"Teveroy, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23566,https://georgeeliotarchive.org/items/show/23566,"Tapir, Lord",Character Name,A weak-minded young man.,,Middlemarch,,,,,"Tapir, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23559,https://georgeeliotarchive.org/items/show/23559,"Taft, Mrs.",Character Name,An inhabitant of Middlemarch devoted to knitting.,,Middlemarch,,,,,"Taft, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23545,https://georgeeliotarchive.org/items/show/23545,"Strype, Mrs.",Character Name,"Washerwoman, befriended by Mr. Bulstrode.",,Middlemarch,,,,,"Strype, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23519,https://georgeeliotarchive.org/items/show/23519,"Standish, Mr.",Character Name,"Lawyer in Middlemarch, a prosperous old man, ""long concerned with the landed gentry,"" who had drawn up three wills for Mr. Featherstone. ""Mr. Standish was not aman who varied his manners; he behaved with the same deepvoiced, off-hand civility to every body, as if he saw no difference in them, and talked chiefly of the hay crop, which would be 'Very fine, by God!' of the last bulletins concerning the King, and of the Duke of Clarence, who was a sailor every inch of him.""",,Middlemarch,,,,,"Standish, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23513,https://georgeeliotarchive.org/items/show/23513,"Sprague, Mrs.",Character Name,"The doctor's wife ""elderly and old-fashioned in her opinions""; one of the women who sit in judgment on Mrs. Bulstrode.",,Middlemarch,,,,,"Sprague, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23512,https://georgeeliotarchive.org/items/show/23512,"Sprague, Dr.",Character Name,"The senior physician of Middlemarch, a hard-headed and dry-witted man who is averse to Lydgate and his newer ideas. ""The doctor was more than suspected of having no religion, but somehow Middlemarch tolerated this deficiency in him as if he had been a lord chancellor; indeed, it is probable that his professional weight was the more believed in, the world-old association of cleverness with the evil principle being still potent in the minds even of lady patients who had the strictest ideas of frilling and sentiment . . . Dr. Sprague was superfluously tall; his trousers got creased at the knees, and showed an excess of boot at a time when straps seemed necessary to any dignity of bearing; you heard him go in and out, and up and down, as if he had come to see after the roofing. In short, he had weight, and might be expected to grapple with a disease and throw it."" ",,Middlemarch,,,,,"Sprague, Dr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23507,https://georgeeliotarchive.org/items/show/23507,"Spilkins, Mr.",Character Name,A young man reckless with his pocket-money.,,Middlemarch,,,,,"Spilkins, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23504,https://georgeeliotarchive.org/items/show/23504,"Spicer, Mr.",Character Name,Shoemaker and parish clerk at Lowick.,,Middlemarch,,,,,"Spicer, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23499,https://georgeeliotarchive.org/items/show/23499,"Spanning, Dr.",Character Name,An acquaintance of Mr. Casaubon.,,Middlemarch,,,,,"Spanning, Dr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23332,https://georgeeliotarchive.org/items/show/23332,"Robisson, Mr.",Character Name,Mrs. Abel's former master.,,Middlemarch,,,,,"Robisson, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23316,https://georgeeliotarchive.org/items/show/23316,"Renfrew, Mrs.",Character Name,A colonel's widow; guest at a dinner party given by Mr. Brooke.,,Middlemarch,,,,,"Renfrew, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23293,https://georgeeliotarchive.org/items/show/23293,"Raffles, John",Character Name,"Rigg Featherstone's stepfather; a dissipated bully who had been associated with Mr. Bulstrode in his dishonourable transactions. ""He was a man obviously on the way towards sixty, very florid and hairy, with much grey in his bushy whiskers and thick curly hair, a stoutish body which showed to disadvantage the somewhat worn joinings of hie clothes, and the air of a swaggerer."" Discovering Mr. Buletrode's whereabouts, he threatens to disclose the dishonesty of Bulstrode's early life, and is bribed to keep silence. At last he comes to Mr. Bulstrode at Stone Court ill and worn out from dissipation. Mr. Bulstrode, desiring his death, allows the doctor's orders to be disobeyed, and Raffles dies, but his death does not save Mr. Bulstrode, for Raffles had previously told the story of Mr. Bulstrode's dishonesty.",,Middlemarch,,,,,"Raffles, John",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23232,https://georgeeliotarchive.org/items/show/23232,"Powderell, Mrs.",Character Name,"The ironmonger's wife, who privately takes Widgeon's Purifying Pills when she is under Lydgate's care.",,Middlemarch,,,,,"Powderell, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23231,https://georgeeliotarchive.org/items/show/23231,"Powderell, Mr.",Character Name,"A retired ironmonger of Middlemarch, a man of some standing.",,Middlemarch,,,,,"Powderell, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23206,https://georgeeliotarchive.org/items/show/23206,"Poincon, Madame",Character Name,A strict acquaintance of the Brooke sisters.,,Middlemarch,,,,,"Poincon, Madame",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23203,https://georgeeliotarchive.org/items/show/23203,"Plymdale, Mrs. Selina",Character Name,The manufacturer's well-meaning wife; Mrs. Bulstrode's intimate friend.,,Middlemarch,,,,,"Plymdale, Mrs. Selina",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23202,https://georgeeliotarchive.org/items/show/23202,"Plymdale, Ned",Character Name,"Son of Mr. and Mrs. Plymdale, and a rejected lover of Rosamond Vincy; ""one of the good matches in Middlemarch, though not one of its leading minds.""",,Middlemarch,,,,,"Plymdale, Ned",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23201,https://georgeeliotarchive.org/items/show/23201,"Plymdale, Mr.",Character Name,A wealthy manufacturer and prominent citizen of Middlemarch.,,Middlemarch,,,,,"Plymdale, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23200,https://georgeeliotarchive.org/items/show/23200,"Plessy, Lord",Character Name,A nobleman who lies in bed all day and plays at dominoes.,,Middlemarch,,,,,"Plessy, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23147,https://georgeeliotarchive.org/items/show/23147,"Peacock, Mr.",Character Name,Lydgate's predecessor in Middlemarch.,,Middlemarch,,,,,"Peacock, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23052,https://georgeeliotarchive.org/items/show/23052,"Noble, Miss Henrietta",Character Name,"Fairbrother's sister, a tiny, meek old lady with a benevolent disposition, who is very fond of Will Ladislaw.",,Middlemarch,,,,,"Noble, Miss Henrietta",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23035,https://georgeeliotarchive.org/items/show/23035,"Naumann, Adolf",Character Name,"A good-natured German painter in Rome who admires the beauty of Mrs. Casaubon so much that he asks Mr. Casaubon to sit for Thomas Aquinas, in order to have an opportunity of painting Dorothea. The character of Naumann was probably suggested by Johann Friedrich Overbeck (1789-1869), a German artist who worked at Rome 1810-1869. (See Jacobs, George Eliot, p. 72).",,Middlemarch,,,,,"Naumann, Adolf",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23033,https://georgeeliotarchive.org/items/show/23033,"Nash, Nancy",Character Name,"A charwoman, who is cured by Dr. Lydgate after her illness had been incorrectly diagnosed by Dr. Minchin.",,Middlemarch,,,,,"Nash, Nancy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23002,https://georgeeliotarchive.org/items/show/23002,"Morgan, Miss",Character Name,"Governess in the Vincy family. ""Miss Morgan, who was brown, dull, and resigned, and altogether, as Miss Vincy often said, just the sort of person for a governess.""",,Middlemarch,,,,,"Morgan, Miss",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22979,https://georgeeliotarchive.org/items/show/22979,"Minchin, Dr.",Character Name,"One of the two leading physicians of Middlemarch, who opposes Lydgate and his innovations. "" He objected to the rather free style of anecdote in which Dr. Sprague indulged, preferring wellsanctioned quotations, and liking refinement of all kinds ; it was generally known that he had some kinship to a bishop, and some times spent his holidays at 'the palace'. ""Dr. Minchin was soft-handed, pale-complexioned, and of rounded outline, not to be distinguished from a mild clergyman in appearance.""",,Middlemarch,,,,,"Minchin, Dr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22946,https://georgeeliotarchive.org/items/show/22946,"Mengan, Mrs.",Character Name,"Captain Lydgate's sister, who stays two nights with Rosamond on her way from town.",,Middlemarch,,,,,"Mengan, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22941,https://georgeeliotarchive.org/items/show/22941,"Megatherium, Lord",Character Name,A gouty old nobleman.,,Middlemarch,,,,,"Megatherium, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22937,https://georgeeliotarchive.org/items/show/22937,"Medlicote, Lord",Character Name,"A patron of Mr. Bulstrode's hospital, who has given the land and the timber.",,Middlemarch,,,,,"Medlicote, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22927,https://georgeeliotarchive.org/items/show/22927,"Mawmsey, Mrs.",Character Name,"The grocer's wife, the mother of a large family who has a great esteem for medicine.",,Middlemarch,,,,,"Mawmsey, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22926,https://georgeeliotarchive.org/items/show/22926,"Mawmsey, Mr.",Character Name,"Grocer, the chief representative of the retail trader in Middlemarch. ""Mr. Mawmsey was not only an overseer ... he was also asthmatic and had an increasing family ... he was an important man; indeed, an exceptional grocer, whose hair was arranged in a flame-like pyramid, and whose retail deference was of the cordial, encouraging kind--jocosely complimentary, and with a certain considerate abstinence from letting out the full force of his mind.""",,Middlemarch,,,,,"Mawmsey, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22868,https://georgeeliotarchive.org/items/show/22868,"Lydgate, Tertius",Character Name,"A talented young doctor with a great enthusiasm for the best in his profession. ""One of Lydgate's gifts was a voice habitually deep and sonorous, yet capable of becoming very low and gentle at the right moment. About his ordinary bearing there was a certain fling, a fearless expectation of success, aconfidence in his own powers and integrity, much fortified by contempt for petty obstacles or seductions of which he had had no experience. But this proud openness was made lovable by an expression of unaffected good will."" ""His scientific interest soon took the form of a professional enthusiasm; he had a youthful belief in his bread-winning work . . . and he carried to his studies . . . the conviction that the medical profession as it might be was the finest in the world . . . But he did not simply aim at a more genuine kind of practice than was common. He was ambitious of a wider effect : he was fired with the possibility that he might work out the proof of an anatomical conception and make a link in the chain of discovery . . . Lydgate was ambitious above all to contribute towards enlarging the scientific, rational basis of his profession."" He settles in Middlemarch, intending not only to be a good doctor, but also to carry on scientific investigation, for which he is well fitted. Captivated by Rosamond Vincy's beauty and grace, he marries her and soon discovers that she is absolutely selfish and unresponsive to his tender love, with no sympathy for his high aims. His opposition to accepted medical usages makes him unpopular with the other physicians of Middlemarch, and his connexion with Mr. Bulstrode leads him into trouble. His wife has only blame for him, and all his endeavours to economize are stubbornly opposed by her. The struggle between him and Rosamond, who demands position and luxury at any price, ends in the subjection of his higher self, and his noblest aims are sacrificed to worldly success. To meet the demands of her ambition he is forced to move to London, and become a fashionable physician, and dies there at a comparatively early age. The high-minded, medical side of Lydgate is said to have been drawn from the Rt. Hon. Sir T. Clifford Allbutt, Regius Professor of Physic, Cambridge, who, when Middlemarch was written, was head of the Leeds Fever Hospital which George Eliot visited. The portraiture is but partial and the circumstances different. (Manuscript notes.) George Eliot's friend and biographer, Mr. Oscar Browning, has also been suggested as the prototype, in part. (Browning, Memories of Sixty Years, p. 193.)",,Middlemarch,,,,,"Lydgate, Tertius",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
