"Item Id","Item URI","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:Number of Attachments","Item Type Metadata:URL","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Journal Entry","Item Type Metadata:Footnotes","Item Type Metadata:Location","PDF Text:Text",tags,file,itemType,collection,public,featured
29906,https://georgeeliotarchive.org/items/show/29906,Ladislaw,"Character Name","Will Ladislaw's deceased father^^ whom he resembles; a musician in poor health who had married the daughter of Mr. Bulstrod'es first wife.",,<em>Middlemarch</em>,,,,,Ladislaw,,,Text,https://georgeeliotarchive.org/items/show/22710,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29905,https://georgeeliotarchive.org/items/show/29905,Ladislaw,"Character Name","Will Ladislaw's grandfather^^ a Polish refugee and musician; Mr. Casaubon's Aunt Julia had been disinherited for marrying him.",,<em>Middlemarch</em>,,,,,Ladislaw,,,Text,https://georgeeliotarchive.org/items/show/22711,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29904,https://georgeeliotarchive.org/items/show/29904,"Music Master at Mrs. Lemon's School","Character Name","Rosamond Vincy's music teacher^^ the organist at St. Peter's. ""Her master . . . was one of those exoellent musicians here and there to be found in our provinces . . . Rosamond^^ with the executant's instinct^^ had seized his manner of playing^^ and gave forth his large rendering of noble music with the precision of an echo . . . A hidden soul seemed to be flowing forth from Rosamond's fingers; and so indeed it was^^ since souls live on in perpetual echoes^^ and to all fine expression there goes somewhere an originating activity^^ if it be only that of an interpreter.""",,<em>Middlemarch</em>,,,,,"Music Master at Mrs. Lemon's School",,,Text,https://georgeeliotarchive.org/items/show/23020,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29903,https://georgeeliotarchive.org/items/show/29903,Pratt,"Character Name","Mr. Casaubon's butler^^ ""a red-cheeked man given to lively converse with Tantripp^^"" Dorothea's maid.",,<em>Middlemarch</em>,,,,,Pratt,,,Text,https://georgeeliotarchive.org/items/show/23243,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29902,https://georgeeliotarchive.org/items/show/29902,Pritchard,"Character Name","Servant in the Vincy family.",,<em>Middlemarch</em>,,,,,Pritchard,,,Text,https://georgeeliotarchive.org/items/show/23254,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29901,https://georgeeliotarchive.org/items/show/29901,Sadler,"Character Name","Draper in Middlemarch.",,<em>Middlemarch</em>,,,,,Sadler,,,Text,https://georgeeliotarchive.org/items/show/23369,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29900,https://georgeeliotarchive.org/items/show/29900,Sally,"Character Name","Mrs. Garth's servant.",,<em>Middlemarch</em>,,,,,Sally,,,Text,https://georgeeliotarchive.org/items/show/23378,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29899,https://georgeeliotarchive.org/items/show/29899,Simmons,"Character Name","Mr. Featherstone's farm bailiff.",,<em>Middlemarch</em>,,,,,Simmons,,,Text,https://georgeeliotarchive.org/items/show/23469,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29898,https://georgeeliotarchive.org/items/show/29898,Tantripp,"Character Name","Dorothea Brooke's lady's maid^^ who is much attached to her mistress.",,<em>Middlemarch</em>,,,,,Tantripp,,,Text,https://georgeeliotarchive.org/items/show/23565,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29897,https://georgeeliotarchive.org/items/show/29897,"Baldwin^^ Mr.","Character Name",Tax-gatherer.,,<em>Middlemarch</em>,,,,,"Baldwin^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/21749,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29896,https://georgeeliotarchive.org/items/show/29896,"Ballard^^ Mrs.","Character Name","Mistress of a school.",,<em>Middlemarch</em>,,,,,"Ballard^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/21751,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29895,https://georgeeliotarchive.org/items/show/29895,"Bambridge^^ Mr.","Character Name","Horse-dealer in Middlemarch^^ who lends money to Fred Vincy.",,<em>Middlemarch</em>,,,,,"Bambridge^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/21752,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29894,https://georgeeliotarchive.org/items/show/29894,"Bass^^ Trapping","Character Name",Poacher.,,<em>Middlemarch</em>,,,,,"Bass^^ Trapping",,,Text,https://georgeeliotarchive.org/items/show/21780,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29893,https://georgeeliotarchive.org/items/show/29893,"Beck^^ Mrs.","Character Name","Lodging-house keeper.",,<em>Middlemarch</em>,,,,,"Beck^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/21793,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29892,https://georgeeliotarchive.org/items/show/29892,"Beevor^^ Mrs.","Character Name","The captain's wife^^ step-daughter to Lord Grinsell.",,<em>Middlemarch</em>,,,,,"Beevor^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/21804,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29891,https://georgeeliotarchive.org/items/show/29891,"Bowyer^^ Mr.","Character Name","An idle bachelor addicted to comic songs and ventriloquism.",,<em>Middlemarch</em>,,,,,"Bowyer^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/21880,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29890,https://georgeeliotarchive.org/items/show/29890,"Bretton^^ Mrs.","Character Name","Former owner of the house in which the Lydgates live.",,<em>Middlemarch</em>,,,,,"Bretton^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/21898,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29889,https://georgeeliotarchive.org/items/show/29889,"Brooke^^ Mr. Arthur","Character Name","Bachelor uncle and guardian of Dorothea and Celia. "" A man nearly sixty^^ of acquiescent temper^^ miscellaneous opinions^^ and uncertain vote. He had travelled in his younger years^^ and was held in this part of the county to have contracted a too rambling habit of mind. Mr. Brooke's conclusions were as difficult to predict as the weather; it was only safe to say that he would act with benevolent intentions^^ and that he would spend as little money as possible in carrying them out."" He takes his responsibilities towards his nieces very lightly^^ and^^ although disapproving of the elderly Mr. Casaubon as a husband for Dorothea^^ makes only a ridiculously inadequate remonstrance when she announces her intention of marrying him. Later^^ when he plunges into politics and wishes to run for Parliament^^ he engages the services of Will Ladislaw and retains him in the neighbourhood to the displeasure of jealous Mr. Casaubon. When Dorothea^^ then a young widow^^ marries Will Ladislaw^^ he is unable to manifest any serious displeasure and^^ although he at first talks of cutting the entail^^ her eldest son eventually inherits his estates. ",,<em>Middlemarch</em>,,,,,"Brooke^^ Mr. Arthur",,,Text,https://georgeeliotarchive.org/items/show/21916,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29888,https://georgeeliotarchive.org/items/show/29888,"Brooke^^ Celia","Character Name","Dorothea's pretty and proper younger sister. ""The rural opinion about the new young ladies^^ even among the cottagers^^ was generally in favour of Celia^^ as being so amiable and innocent-looking… Since they could remember^^ there had been a mixture of criticism and awe in the attitude of Celia's mind towards her elder sister. The younger had always worna yoke; but is there any yoked creature without its private opinions?"" ""But on safe opportunities she had an indirect mode of making her negative wisdom tell upon Dorothea^^ and calling her down from her rhapsodic mood by reminding her that people were staring^^ not listening. Celia was not impulsive; what she had to say could wait^^ and came from her always with the same quite staccato evenness."" Her sense of propriety is often shocked by Dorothea's unconventional views and deeds^^ and she occasionally has courage to utter her criticisms. She dislikes Mr. Casaubon^^ to whose blinking and moles she strongly objects. After Dorothea marries Mr. Casaubon^^ Celia makes a very happy marriage with the correct Sir James Chettam^^ and feels an affectionate superiority to her sister^^ as one who has managed her life less well. her real affection for Dorothea does not allow her to be parted from her^^ even when she greatly disapproves of her second marriage. The original of Celia Brooke was George Eliot's elder sister^^ Christiana Evans^^ later Mrs. Edward Clarke^^ although the character of Celia is not an exact portrait of her sister.",,<em>Middlemarch</em>,,,,,"Brooke^^ Celia",,,Text,https://georgeeliotarchive.org/items/show/21917,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29887,https://georgeeliotarchive.org/items/show/29887,"Brooke^^ Dorothea","Character Name","A beautiful^^ noble-minded and ardent girl^^ with an intense longing for goodness and a great desire to be helpful to others. ""Miss Brooke had that kind of beauty which seems to be thrown into relief by poor dress. Her hand and wrist were so finely formed that she could wear sleeves not less bare of style than those in which the Blessed Vergin appeared to Italian painters; and her profile as well as her stature and bearing seemed to gain the more dignity from her plain garments^^ which by the side of provincial fashion gave her the impressiveness of a fine quotation from the Bible--or from one of our elder poets--in a paragraph of today's newspaper. She was usually spoken of as being remakably clever^^ but with the addition that sister Celia had more common-sense."" ""She came into the drawing room in her silver-grey dress--the simple lines of her dark brown hair parted over her brown and coiled massively behind^^ in keeping with the entire absence from her manner and expression of all searc after mere effect. Sometimes when Dorothea was in the company there seemed to be as complete an air of repose about her as if she had been a picture of Santa Barbara."" ""The intensity of her religious disposition^^ the coercion it exercised over her life was but one aspect of a nature altogether ardent^^ theoretic and intellectually consequent; and with such a nature struggling in the bands of a narrow teaching^^ hemmed in by social life which seemed nothing but a labyrinth of petty courses^^ a walled-in maze of small paths that led no whither^^ the outcome was sure to strike others as at once exaggeration and inconsistency."" Dorothea at nineteen marries the middle-aged and pedantic Mr. Casaubon because she is in love with the idea of being a helpmate to him in his great work. She soon realizes that she has idealized her husband^^ who is a cold^^ jealous^^ and selfish man^^ engaged in a work of no real value. Although the shock of the disilluison is great and her intense nature at times rebels^^ she loyally devotes herself to Mr. Casaubon while he lives. She is on the point of sacrificing her future happiness by making him a promise^^ which^^ though she does not know its nature^^ would have separated her from Will Ladislaw^^ his young cousin^^ when Mr. Casaubon dies. Eventually she gives up her social position and Mr. Casaubon's money in order to marry Will Ladislaw. Dorothea's religious side was drawn^^ recognizably^^ from letters to George Eliot from Emilia Strong^^ who became first Mrs. mark Pattison and later Lady Dilke. There are points in her character--her opinions and her relation to her sister--which were suggested by things in George Eliot's own life.",,<em>Middlemarch</em>,,,,,"Brooke^^ Dorothea",,,Text,https://georgeeliotarchive.org/items/show/21918,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29886,https://georgeeliotarchive.org/items/show/29886,"Bulstrode^^ Ellen","Character Name","Mr. and Mrs. Bulstrode's daughter.",,<em>Middlemarch</em>,,,,,"Bulstrode^^ Ellen",,,Text,https://georgeeliotarchive.org/items/show/21936,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29885,https://georgeeliotarchive.org/items/show/29885,"Bulstrode^^ Mrs. Harriet","Character Name","The banker's handsome and loyal wife^^ and Mr. Vincy's sister. ""But this imperfectly taught woman^^ whose phrases and habits were an odd patchwork^^ had a loyal spirit within her. The man whose prosperity she had shared through nearly half a life^^ and who had unvaryingly cherished her--now that punishment had befallen him^^ it was not possible to her in any sense to forsake him. There is a forsaking which still sits at the same board and lies on the same couch with the forsaken soul^^ withering it the more by unloving proximity. She knew when she locked her door^^ that she should unlock it ready to go down to her unhappy husband and espouse his sorrow^^ and say of his guilt^^ I will mourn and not reproach. But she needed time to gather up her strength; she needed to sob out her farewell to all the gladness and pride of her life."" Of a wholesome worldy nature she frankly enjoyes her husband's wealth and position before scandal touches him. When she learns of his unworthiness her loyalty to him never wavers^^ although she suffers greatly.",,<em>Middlemarch</em>,,,,,"Bulstrode^^ Mrs. Harriet",,,Text,https://georgeeliotarchive.org/items/show/21937,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29884,https://georgeeliotarchive.org/items/show/29884,"Bulstrode^^ Kate","Character Name","Mr. and Mrs. Bulstrode's daughter.",,<em>Middlemarch</em>,,,,,"Bulstrode^^ Kate",,,Text,https://georgeeliotarchive.org/items/show/21938,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29883,https://georgeeliotarchive.org/items/show/29883,"Bulstrode^^ Mr. Nicholas","Character Name","Banker in Middlemarch; a man whose marked piety covers a dishonourable past. ""He had a pale blonde skin^^ thin grey besprinkled brown hair^^ light-grey eyes^^ and a large forehead. Loud men called his subdued tone an undertone^^ and sometimes implied that it was inconsistent with openness... Mr. Bulstrode had also a deferential bending attitude in listening and an apparently fixed attentiveness in his eyes which made those persons who thought themselves worth hearing infer that he was seeking the utmost improvement from their discourse."" ""Strange^^ piteous conflict in the soul of this unhappy man^^ who had longed for years to be better than he was--who had taken his selfish passions into discipline and clad them in severe robes^^ so that he had walked with them as a devout choir."" He had been connected with a London pawnshop^^ which dealt with thieves^^ had married his employer's rich widow^^ after concealing from her the fact that her daughter^^ Will Ladislaw's mother^^ for whom she was searching^^ was alive^^ had inherited her money on her death^^ and settled in Middlemarch. Here he married Mr. Vincy's sister^^ and made a place for himself as a prosperous man interested in philanthropy. When Raffles^^ who knows of his early life^^ appears in Middlemarch^^ Mr. Bulstrode bribes him to keep silent. He treis to atone for his action about his first wife's daughter by offerin gmoney to her son^^ Will Ladislaw^^ when he learns of the relationship^^ only to have his offer refused. During Raffles' last illness Mr. Bulstrode knowingly allows Dr. Lydgate's orders to be disobeyed^^ and Raffles dies^^ but Mr. Bulstrode's secret has become known^^ and he leaves Middlemarch a disgraced man^^ involving Lydgate^^ who had accepted a loan from him^^ in his disgrace.",,<em>Middlemarch</em>,,,,,"Bulstrode^^ Mr. Nicholas",,,Text,https://georgeeliotarchive.org/items/show/21939,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29882,https://georgeeliotarchive.org/items/show/29882,"Byles^^ Mr.","Character Name","Butcher in Middlemarch^^ to whom Lydgate owed money.",,<em>Middlemarch</em>,,,,,"Byles^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/21958,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29881,https://georgeeliotarchive.org/items/show/29881,"Cadwallader^^ Mrs. Elinor","Character Name","The rector's managing wife; a high-born^^ sharp-tongued lady fond of a joke.""A lady of immeasurably high birth^^ descended^^ as it were^^ from unknown earls^^ dim as the crowd of heroic shades--who pleaded poverty^^ pared down prices^^ and cut jokes in the most companionable manner^^ though with a turn of tongue that let you know who she was. Such a lady gave a neighbourliness to both rank and religion^^ and mitigated the bitterness of uncommuted tithe. A much more exemplary character with an infusion of sour dignity would not have furthered their comprehension of the Thirty-nine Articles^^ and would have been less socially uniting."" ",,<em>Middlemarch</em>,,,,,"Cadwallader^^ Mrs. Elinor",,,Text,https://georgeeliotarchive.org/items/show/21961,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29880,https://georgeeliotarchive.org/items/show/29880,"Cadwallader^^ Mr. Humphrey","Character Name","Rector of Tipton and Freshitt; an easy-going man^^ noted for his devotion to fishing. ""Mr. Cadwallader was a large man^^ with full lips and a sweet smile; very plain and rough in his exterior^^ but with that solid imperturbable ease and goodhumour which is infectious^^ and like great grassy hills in the sunshine^^ quiets even an irritated egoism^^ and makes it rather ashamed of itself . . . He always saw the joke of any satire against himself. His conscience was large and easy^^ like the rest of him; it did only what it could do without any trouble.""",,<em>Middlemarch</em>,,,,,"Cadwallader^^ Mr. Humphrey",,,Text,https://georgeeliotarchive.org/items/show/21962,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29879,https://georgeeliotarchive.org/items/show/29879,"Carter^^ Mrs.","Character Name","Mr. Brooke's cook.",,<em>Middlemarch</em>,,,,,"Carter^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/21992,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29878,https://georgeeliotarchive.org/items/show/29878,"Casaubon^^ Reverend Edward","Character Name","A pedantic^^ middle-aged scholar^^ intensely self-centred and jealous. ""Mr. Casaubon had never had a strong bodily frame^^ and his soul was sensitive without being enthusiastic; it was too languid to thrill out of self-consciousness
into passionate delight; it went on fluttering in the swampy ground where it was hatched^^ thinking of its wings and never flying. His experience was of that pitiable kind which shrinks from pity^^ and fears most of all that it should be
known; it was that proud^^ narrow sensitiveness which has not mass enough to spare for transformation into sympathy^^ and quivers thread-like in small currents of self-preoccupation or at best of an egoistic scrupulosity. And Mr. Casaubon had many scruples; he was capable of severe self-restraint; resolute he was in being a man of honour according to the code; he would be unimpeachable by any recognized opinion . . . the difficulty of making his Key to all Mythologies unimpeachable weighed like lead upon his mind . . . even his religious faith wavered with his wavering trust in his own authorship^^ and the consolations of the Christian hope in immortality seemed to lean on the immortality of the still unwritten Key to all Mythologies."" He marries Dorothea Brooke^^ who has idealized him^^ and soon proves himself selfishly blind to her claims^^ and incapable of responding to her devotion. His ambition is centred in his projected masterpiece^^ ""Key to all Mythologies^^"" but he lacks the ability necessary to carry it to completion. Because Dorothea manifests a friendly interest in his young kinsman^^ Will Ladislaw^^ he becomes unreasonably jealous^^ and when he dies some two years after his marriage^^ he leaves a codicil to his will depriving Dorothea of his property in case she marries Ladislaw. It has been claimed by some that the Reverend Mark pattison^^ Rector of Lincoln^^ was the original of Mr. Casaubon^^ while others have indignantly denied this. Mark Pattison was a visitor at George Eliot's home^^ and it is possible that she may^^ unconsciously^^ have copied some of his superficial characteristics. This^^ together with the name--Mark Pattison's best known work was his life of Isaac Casaubon--may have given rise to the report that he was the original. (See article by Lord Acton in Nineteenth Century^^ vol. 17^^ p. 480; Morley^^ Critical Miscellanies^^ vol. 3^^ p. 165; chapter by Mrs. Lynn Lynton^^ in Women Novelists of Queen Victoria's Reign^^ p. 100; article in Academy^^ 9th August^^ 1884.)",,<em>Middlemarch</em>,,,,,"Casaubon^^ Reverend Edward",,,Text,https://georgeeliotarchive.org/items/show/21994,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29877,https://georgeeliotarchive.org/items/show/29877,"Chettam^^ Dowager Lady","Character Name","Mother of Sir James; a statley^^ affable woman.",,<em>Middlemarch</em>,,,,,"Chettam^^ Dowager Lady",,,Text,https://georgeeliotarchive.org/items/show/22027,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29876,https://georgeeliotarchive.org/items/show/29876,"Chettam^^ Arthur","Character Name","Sir James and Lady Chettam's little son^^ named after Mr. Brooke.",,<em>Middlemarch</em>,,,,,"Chettam^^ Arthur",,,Text,https://georgeeliotarchive.org/items/show/22028,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29875,https://georgeeliotarchive.org/items/show/29875,"Chettam^^ Sir James","Character Name","An amiable^^ prosperous and handsome baronet^^ with a great dislike for the unconventional. ""He was made of excellent human dough^^ and had the rare merit of knowing that his talents^^ even if let loose^^ would not set the smallest stream in the country on fire; hence he liked the prospect of a wife to whom he could say: 'What shall we do?' about this or that; who could help her husband out with reasons^^ and would also have the property qualification for doing so."" He is in love with Dorothea Brooke^^ whose superiority he reccognizes^^ and he is much shocked when she marries the elderly Mr. Casaubon. He soon transfers his affectinos to her sister Celia^^ and becomes an affectionate and indulgent husband. He loyally retains an admiration for Dorothea and opposes her second marriage^^ which he considers unworthy of her.",,<em>Middlemarch</em>,,,,,"Chettam^^ Sir James",,,Text,https://georgeeliotarchive.org/items/show/22029,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29874,https://georgeeliotarchive.org/items/show/29874,"Chichely^^ Mr.","Character Name","Coroner in Middlemarch. ""A middle-aged bachelor and coursing celebrity^^ who had a complexion something like an Easter egg^^ a few hairs carefully arranged^^ and a carriage implying the consciousness of a distinguished appearance.""",,<em>Middlemarch</em>,,,,,"Chichely^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22035,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29873,https://georgeeliotarchive.org/items/show/29873,"Clintup^^ Mr.","Character Name","""A diffident though distinguished nurseryman.""",,<em>Middlemarch</em>,,,,,"Clintup^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22059,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29872,https://georgeeliotarchive.org/items/show/29872,"Cooper^^ Timothy","Character Name","Farm labourer.",,<em>Middlemarch</em>,,,,,"Cooper^^ Timothy",,,Text,https://georgeeliotarchive.org/items/show/22087,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29871,https://georgeeliotarchive.org/items/show/29871,"Crabbe^^ Mr.","Character Name","""Glazier who gathered much news^^"" a frequenter of the ""Tankard"".",,<em>Middlemarch</em>,,,,,"Crabb^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22100,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29870,https://georgeeliotarchive.org/items/show/29870,"Cranch^^ Mrs. Martha","Character Name","Peter Featherstone's poor sister; a wheezy old woman anxious to inherit some of her brother's riches.",,<em>Middlemarch</em>,,,,,"Cranch^^ Mrs. Martha",,,Text,https://georgeeliotarchive.org/items/show/22111,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29869,https://georgeeliotarchive.org/items/show/29869,"Cranch^^ Tom","Character Name","Mrs. Cranch's unattractive son^^ who is sent to watch during his uncle's last illness. ""Young Cranch was not exactly the balancing point between the wit and the idiot--verging slightly toward the latter type^^ and squinting so as to leave everything in doubt about his sentiments except that they were not of a forcible character.""",,<em>Middlemarch</em>,,,,,"Cranch^^ Tom",,,Text,https://georgeeliotarchive.org/items/show/22112,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29868,https://georgeeliotarchive.org/items/show/29868,"Croly^^ Mrs.","Character Name","A celebrated beauty in 1790.",,<em>Middlemarch</em>,,,,,"Croly^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22124,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29867,https://georgeeliotarchive.org/items/show/29867,"Crowse^^ Mr.","Character Name","Curate^^ ""with empty face and near umbrella and mincing little speeches.""",,<em>Middlemarch</em>,,,,,"Crowse^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22137,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29866,https://georgeeliotarchive.org/items/show/29866,"Dagley^^ Mr.","Character Name","Farmer on Mr. Brooke's estate.",,<em>Middlemarch</em>,,,,,"Dagley^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22153,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29865,https://georgeeliotarchive.org/items/show/29865,"Dagley^^ Mrs.","Character Name","The farmer's little son^^ caught by Mr. Brooke killing a leveret.",,<em>Middlemarch</em>,,,,,"Dagley^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22154,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29864,https://georgeeliotarchive.org/items/show/29864,"Dill^^ Mr.","Character Name","Barber in Middlemarch; a frequenter of the ""Tankard""^^ who feels himself a little above the company there.",,<em>Middlemarch</em>,,,,,"Dill^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22196,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29863,https://georgeeliotarchive.org/items/show/29863,"Dollop^^ Mrs.","Character Name","The spirited landlady of the ""Tankard""^^ Middlemarch.",,<em>Middlemarch</em>,,,,,"Dollop^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22208,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29862,https://georgeeliotarchive.org/items/show/29862,"Dover^^ Mr.","Character Name","Silversmith^^ Lydgate's chief creditor^^ who is willing to take back a portion of the plate and jewellery.",,<em>Middlemarch</em>,,,,,"Dover^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22224,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29861,https://georgeeliotarchive.org/items/show/29861,"Downes^^ Kit","Character Name","Farmer on Mr. Brooke's land.",,<em>Middlemarch</em>,,,,,"Downes^^ Kit",,,Text,https://georgeeliotarchive.org/items/show/22231,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29860,https://georgeeliotarchive.org/items/show/29860,"Duncan^^ Archie","Character Name","A spiteful admirer of Sarah Dunkirk's^^ who had told her of her parent's disreputable business.",,<em>Middlemarch</em>,,,,,"Duncan^^ Archie",,,Text,https://georgeeliotarchive.org/items/show/22242,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29859,https://georgeeliotarchive.org/items/show/29859,"Dunkirk^^ Mr.","Character Name","A rich London pawnbroker^^ Mr. Bulstrode's early patron^^ who made his fortune by conducting a receiving house for stolen goods.",,<em>Middlemarch</em>,,,,,"Dunkirk^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22243,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29858,https://georgeeliotarchive.org/items/show/29858,"Dunkirk^^ Mrs.","Character Name","The pawnbroker's wife^^ ""a simple pious woman""; later Mr. Bulstrode's first wife. On her husband's death she inherited his wealth^^ never having realized the nature of his business. She refused to marry Mr. Bulstrode until efforts had been made to find her lost daughter. Mr. Bulstrode concealed his knowledge of the daughter's whereabouts^^ and Mrs. Dunkirk married him and left him her fortune without reservation.",,<em>Middlemarch</em>,,,,,"Dunkirk^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22244,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29857,https://georgeeliotarchive.org/items/show/29857,"Dunkirk^^ Sarah","Character Name","Will Ladislaw's mother; Mr. and Mrs. Dunkirk's proud-spirited daughter. When she learned the dishonourable nature of her father's business^^ she ran away from home^^ went on the stage and later married Mr. Ladislaw^^ a Polish refugee.",,<em>Middlemarch</em>,,,,,"Dunkirk^^ Sarah",,,Text,https://georgeeliotarchive.org/items/show/22245,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29856,https://georgeeliotarchive.org/items/show/29856,"Farebrother^^ Mrs.","Character Name","The vicar's mother^^ a formal and precise old lad. ""The vicar's white-haired mother^^ befrilled and kerchiefed with dainty cleanliness^^ upright^^ quick-eyed^^ and still under seventy. . . . The old lady was evidently accustomed to tell her company what they ought to think^^ and to regard no subject as quite safe without her steering. She was afforded leisure for this function by having all her little wants attended to by Miss Winifred.""",,<em>Middlemarch</em>,,,,,"Farebrother^^ Mrs.",,,Text,https://georgeeliotarchive.org/items/show/22273,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
